word,conversion,chain length
WAMBLE,WARBLE,1
FLENCH,BLENCH,1
FLENCH,CLENCH,1
FLENCH,FRENCH,1
FLENCH,FLANCH,1
FLENCH,FLINCH,1
FLENCH,FLETCH,1
MAIDEN,MADDEN,1
MAIDEN,MAIDAN,1
TAILLE,FAILLE,1
TAILLE,TUILLE,1
RAKISH,RADISH,1
RAKISH,RAWISH,1
ENCAMP,UNCAMP,1
REFRET,REGRET,1
REFRET,REFLET,1
TYMPAN,TAMPAN,1
LIKELY,LIFELY,1
LUTING,MUTING,1
STIRTE,STERTE,1
TURKIC,TURKIS,1
LUMINE,LUPINE,1
VARVEL,KARVEL,1
VARVEL,MARVEL,1
VARVEL,VERVEL,1
CREWET,CHEWET,1
CREWET,CREVET,1
CREWET,CREWEL,1
PERSIS,PERVIS,1
PERSIS,PERSIC,1
FACTOR,FICTOR,1
FACTOR,FAUTOR,1
PERISH,PARISH,1
BIGGER,DIGGER,1
BIGGER,NIGGER,1
BIGGER,SIGGER,1
BIGGER,BIGGEN,1
MERIDE,DERIDE,1
MERIDE,MURIDE,1
UNLUTE,ENLUTE,1
BELTED,BELLED,1
RUFFLE,BUFFLE,1
RUFFLE,DUFFLE,1
RUFFLE,MUFFLE,1
RUFFLE,RAFFLE,1
RUFFLE,RIFFLE,1
TABEFY,LABEFY,1
BUFFIN,MUFFIN,1
BUFFIN,PUFFIN,1
BUFFIN,RUFFIN,1
ROTATE,NOTATE,1
ROTATE,RUTATE,1
SAMBOO,BAMBOO,1
PHENIC,PHONIC,1
PHENIC,PHENIX,1
WIFELY,LIFELY,1
WIFELY,WISELY,1
WIFELY,WIVELY,1
FENCER,FENDER,1
NATION,CATION,1
NATION,LATION,1
NATION,RATION,1
NATION,SATION,1
NATION,NASION,1
NATION,NATRON,1
MODIUS,MEDIUS,1
SAMOAN,SAMIAN,1
SAMOAN,SAMPAN,1
AEDILE,AUDILE,1
BLUISH,GLUISH,1
DROSKY,DROSSY,1
AURATE,CURATE,1
AURATE,AERATE,1
HEMUSE,BEMUSE,1
COPYER,COPPER,1
VOCULE,LOCULE,1
SCALED,SCALER,1
MAROON,MARRON,1
CERUSE,CERISE,1
CERUSE,CERULE,1
SNATHE,SPATHE,1
SNATHE,SWATHE,1
RUMPER,JUMPER,1
RUMPER,LUMPER,1
RUMPER,MUMPER,1
RUMPER,PUMPER,1
RUMPER,RUMMER,1
IMPURE,IMMURE,1
IMPURE,IMPIRE,1
IMPURE,IMPUNE,1
IMPURE,IMPUTE,1
TRIMLY,GRIMLY,1
TRIMLY,PRIMLY,1
TRIMLY,TRIPLY,1
CELLAR,COLLAR,1
WANDER,BANDER,1
WANDER,DANDER,1
WANDER,GANDER,1
WANDER,HANDER,1
WANDER,LANDER,1
WANDER,MANDER,1
WANDER,PANDER,1
WANDER,WINDER,1
WANDER,WONDER,1
WANDER,WANGER,1
SOFISM,SUFISM,1
DAWDLE,DADDLE,1
SIPPER,KIPPER,1
SIPPER,RIPPER,1
SIPPER,TIPPER,1
SIPPER,SAPPER,1
SIPPER,SOPPER,1
SIPPER,SUPPER,1
SIPPER,SIMPER,1
SIPPER,SIPPET,1
PATROL,PETROL,1
PATROL,PATRON,1
BODKIN,DODKIN,1
ADVICE,ADDICE,1
CALKIN,MALKIN,1
CALKIN,CATKIN,1
GANGUE,CANGUE,1
GANGUE,MANGUE,1
GANGUE,TANGUE,1
WEASER,LEASER,1
WEASER,TEASER,1
WEASER,WEAVER,1
WEASER,WEASEL,1
REGAIN,REMAIN,1
REAMER,LEAMER,1
REAMER,ROAMER,1
REAMER,REARER,1
BESTUD,BESTAD,1
TILERY,OILERY,1
XYLITE,XYLATE,1
RETINA,RYTINA,1
OGRESS,EGRESS,1
CODDER,DODDER,1
CODDER,FODDER,1
CODDER,NODDER,1
CODDER,PODDER,1
CODDER,CONDER,1
COPART,COMART,1
LEAGUE,FEAGUE,1
LEAGUE,TEAGUE,1
TENACE,MENACE,1
TENACE,TENACY,1
CABLET,GABLET,1
CABLET,TABLET,1
CABLET,CALLET,1
CABLET,CAMLET,1
CABLET,CABLED,1
MEZCAL,MESCAL,1
HYMNIC,GYMNIC,1
MEETLY,MEEKLY,1
SILVER,SALVER,1
SILVER,SOLVER,1
SILVER,SILLER,1
LOGGER,COGGER,1
LOGGER,DOGGER,1
LOGGER,FOGGER,1
LOGGER,HOGGER,1
LOGGER,JOGGER,1
LOGGER,LAGGER,1
LOGGER,LUGGER,1
LOGGER,LODGER,1
LOGGER,LONGER,1
FERULE,CERULE,1
FERULE,PERULE,1
ABJURE,ADJURE,1
VACUNA,LACUNA,1
VACUNA,VARUNA,1
INHOLD,UNHOLD,1
BATING,BITING,1
BATING,BAAING,1
DOTARD,DOTARY,1
ABATOR,ABATER,1
RAMSON,DAMSON,1
RAMSON,SAMSON,1
RAMSON,RAMOON,1
SLAVEY,SLAVER,1
CAUDAD,CAUDAL,1
RANULA,RADULA,1
BITTER,FITTER,1
BITTER,HITTER,1
BITTER,NITTER,1
BITTER,PITTER,1
BITTER,TITTER,1
BITTER,BATTER,1
BITTER,BETTER,1
BITTER,BUTTER,1
BITTER,BITTEN,1
RAISER,KAISER,1
RAISER,RAIDER,1
RAISER,RAILER,1
LETTER,BETTER,1
LETTER,FETTER,1
LETTER,GETTER,1
LETTER,JETTER,1
LETTER,SETTER,1
LETTER,TETTER,1
LETTER,LESTER,1
NUMBER,CUMBER,1
NUMBER,LUMBER,1
INVEST,INCEST,1
INVEST,INFEST,1
INVEST,INGEST,1
INVEST,INVECT,1
INVEST,INVERT,1
MARTEN,HARTEN,1
MARTEN,MARTIN,1
MARTEN,MARTEL,1
SQUAIL,SQUALL,1
SQUAIL,SQUAWL,1
DUNNER,PUNNER,1
DUNNER,RUNNER,1
DUNNER,DUNDER,1
DUNNER,DUNKER,1
DUNNER,DUNTER,1
LAZILY,HAZILY,1
LAZILY,MAZILY,1
GIGGLE,JIGGLE,1
GIGGLE,NIGGLE,1
GIGGLE,RIGGLE,1
GIGGLE,WIGGLE,1
GIGGLE,GAGGLE,1
GIGGLE,GOGGLE,1
GIGGLE,GUGGLE,1
GIGGLE,GINGLE,1
GIGGLE,GIGGLY,1
MODULE,NODULE,1
LUNGIE,LUNGIS,1
DIMPLY,PIMPLY,1
DIMPLY,SIMPLY,1
DIMPLY,DIMPLE,1
HALLOO,HALLOA,1
HALLOO,HALLOW,1
HALLOA,HOLLOA,1
HALLOA,HALLOW,1
SHOWER,SHEWER,1
SHOWER,SHODER,1
SHOWER,SHORER,1
INDUCE,INDICE,1
SMOUCH,SLOUCH,1
SMOUCH,SMOOCH,1
BUSKED,TUSKED,1
ENMESH,INMESH,1
TETTER,BETTER,1
TETTER,FETTER,1
TETTER,GETTER,1
TETTER,JETTER,1
TETTER,SETTER,1
TETTER,TATTER,1
TETTER,TITTER,1
TETTER,TEETER,1
TETTER,TENTER,1
TETTER,TESTER,1
TETTER,TETHER,1
WAILER,BAILER,1
WAILER,GAILER,1
WAILER,JAILER,1
WAILER,RAILER,1
WAILER,VAILER,1
WAILER,WALLER,1
WAILER,WAIVER,1
UNDUST,UNLUST,1
MARTIN,MARGIN,1
MARTIN,MARLIN,1
NATTER,BATTER,1
NATTER,HATTER,1
NATTER,MATTER,1
NATTER,PATTER,1
NATTER,TATTER,1
NATTER,NITTER,1
NATTER,NUTTER,1
CHROMO,CHROME,1
FRAMER,FRATER,1
FASTER,EASTER,1
FASTER,GASTER,1
FASTER,LASTER,1
FASTER,MASTER,1
FASTER,TASTER,1
FASTER,FESTER,1
FASTER,FOSTER,1
FASTER,FALTER,1
FASTER,FASTEN,1
NOODLE,DOODLE,1
NOODLE,POODLE,1
FEEBLY,FEEBLE,1
ENFECT,INFECT,1
ENFECT,EFFECT,1
DRETCH,DRENCH,1
FLITTY,FLINTY,1
VENARY,DENARY,1
VENARY,PENARY,1
VENARY,SENARY,1
VENARY,VENERY,1
CARLOT,HARLOT,1
CARLOT,CALLOT,1
CARLOT,CARMOT,1
CARLOT,CARROT,1
ANGOLA,ANGORA,1
STABLE,SUABLE,1
STABLE,STAPLE,1
STABLE,STABLY,1
PROVER,PLOVER,1
PROVER,PROPER,1
PROVER,PROVEN,1
PALATE,MALATE,1
PALATE,PACATE,1
GALLIN,GALLON,1
GALLIN,GALLIC,1
WORSEN,WORSER,1
KOSHER,COSHER,1
FLIDGE,FRIDGE,1
FLIDGE,FLEDGE,1
RELAND,REMAND,1
RELAND,REPAND,1
RELAND,RELAID,1
REFOLD,RETOLD,1
BASHAW,PASHAW,1
HAEMOL,HAEMAL,1
NATALS,NAVALS,1
SPIKED,APIKED,1
SPIKED,SPINED,1
SPIKED,SPIRED,1
GAMMER,HAMMER,1
GAMMER,MAMMER,1
GAMMER,RAMMER,1
GAMMER,GUMMER,1
WANING,WONING,1
WANING,WADING,1
WANING,WALING,1
SCROLL,STROLL,1
JUWISE,JEWISE,1
MOPLAH,MOLLAH,1
ACROOK,ABROOK,1
SIMIAN,SAMIAN,1
SIMIAN,SIMIAL,1
BRIGUE,BRIGGE,1
ROSIER,COSIER,1
ROSIER,HOSIER,1
ROSIER,ROSTER,1
ROSIER,ROSIED,1
CRANNY,BRANNY,1
CRANNY,GRANNY,1
PEBBLY,PEBBLE,1
PEBBLE,PUBBLE,1
RABBIN,ROBBIN,1
TUGGER,HUGGER,1
TUGGER,JUGGER,1
TUGGER,LUGGER,1
TUGGER,PUGGER,1
TUGGER,TAGGER,1
POPPLE,COPPLE,1
POPPLE,HOPPLE,1
POPPLE,TOPPLE,1
BORREL,SORREL,1
BORREL,BARREL,1
BORREL,BURREL,1
SAUGER,GAUGER,1
SAUGER,SAUTER,1
CORTES,SORTES,1
CORTES,CERTES,1
CORTES,CURTES,1
CORTES,CORTEX,1
MANCHE,MANCHU,1
ASTART,ASSART,1
ASTART,ASTERT,1
CYSTID,CYSTED,1
CYSTID,CYSTIC,1
CYSTID,CYSTIS,1
WONDER,BONDER,1
WONDER,CONDER,1
WONDER,PONDER,1
WONDER,YONDER,1
WONDER,WINDER,1
WONDER,WORDER,1
WONDER,WONGER,1
CYSTIC,MYSTIC,1
CYSTIC,CISTIC,1
CYSTIC,CYSTIS,1
BOWERY,DOWERY,1
BOWERY,LOWERY,1
BOWERY,TOWERY,1
SIGNET,SINNET,1
SIGNET,SIGNER,1
BLOWSE,BROWSE,1
BLOWSE,BLOUSE,1
STEADY,STEAMY,1
TREBLE,TREFLE,1
TREBLE,TREBLY,1
PECTEN,PECTIN,1
MAIGRE,MALGRE,1
MAIGRE,MAUGRE,1
PEUCIL,PENCIL,1
ZONATE,DONATE,1
MERINO,MEDINO,1
POTTER,COTTER,1
POTTER,PATTER,1
POTTER,PITTER,1
POTTER,PUTTER,1
POTTER,PORTER,1
POTTER,POUTER,1
POTTER,POWTER,1
POTTER,POTHER,1
KIPPER,RIPPER,1
KIPPER,TIPPER,1
THEISM,THEIST,1
PEDATA,PEDATE,1
ETHIDE,ETHINE,1
TOTEAR,TOYEAR,1
EARING,DARING,1
EARING,TARING,1
EARING,ENRING,1
BRANDY,BRANNY,1
FONDON,LONDON,1
GIMLET,GIBLET,1
CADMIA,CADMIC,1
STRUNG,SPRUNG,1
STRUNG,STRANG,1
STRUNG,STRING,1
STRUNG,STRONG,1
STRUNG,STRUNT,1
ITTRIA,YTTRIA,1
INCOME,ANCOME,1
UNMAKE,UNMADE,1
IRONIC,IRANIC,1
CHECKY,CHICKY,1
CHECKY,CHEEKY,1
ENRAGE,ENCAGE,1
ENRAGE,ENGAGE,1
ENRAGE,ENRACE,1
FUMBLE,BUMBLE,1
FUMBLE,HUMBLE,1
FUMBLE,JUMBLE,1
FUMBLE,RUMBLE,1
FUMBLE,TUMBLE,1
FUMBLE,FAMBLE,1
RUNLET,RUNNET,1
CLEVIS,CREVIS,1
CLEVIS,CLAVIS,1
CYMRIC,KYMRIC,1
MORONE,MARONE,1
GIGLOT,GIGGOT,1
GOBLET,GABLET,1
GOBLET,GIBLET,1
GOBLET,GOGLET,1
GOBLET,GOSLET,1
GOBLET,GOBBET,1
SQUINY,SQUIRY,1
SQUINY,SQUINT,1
SQUINT,SQUIRT,1
MENSAL,MENIAL,1
MENSAL,MENTAL,1
VICTUS,RICTUS,1
TAGGER,DAGGER,1
TAGGER,GAGGER,1
TAGGER,JAGGER,1
TAGGER,LAGGER,1
MARVEL,KARVEL,1
MARVEL,MARTEL,1
MARVEL,MARVER,1
SIESTA,FIESTA,1
PELTRY,FELTRY,1
PELTRY,PALTRY,1
RECOIL,RECOIN,1
RECOIN,REJOIN,1
HEPPER,DEPPER,1
HEPPER,PEPPER,1
HEPPER,HOPPER,1
HEPPER,HEAPER,1
HEPPER,HELPER,1
HEPPER,HESPER,1
HEPPER,HEPPEN,1
KNARRY,KNURRY,1
BORING,LORING,1
BORING,BODING,1
BORING,BOXING,1
LEADED,LEAFED,1
LEADED,LEAVED,1
LEADED,LEADER,1
WELDER,GELDER,1
WELDER,WILDER,1
WELDER,WEDDER,1
WELDER,WEEDER,1
WELDER,WELTER,1
COLLIE,COOLIE,1
COLLIE,COLLIN,1
NORIAN,DORIAN,1
NORIAN,MORIAN,1
NORIAN,NORMAN,1
LEADER,HEADER,1
LEADER,LOADER,1
LEADER,LENDER,1
LEADER,LEAMER,1
LEADER,LEAPER,1
LEADER,LEASER,1
LEADER,LEAVER,1
WISHER,FISHER,1
WISHER,WASHER,1
WISHER,WIGHER,1
MILDLY,WILDLY,1
VEILED,VEINED,1
CHITON,CHITIN,1
FILLER,KILLER,1
FILLER,PILLER,1
FILLER,SILLER,1
FILLER,TILLER,1
FILLER,WILLER,1
FILLER,FALLER,1
FILLER,FELLER,1
FILLER,FULLER,1
FILLER,FILTER,1
FILLER,FILLET,1
DOTTED,SOTTED,1
PACKET,JACKET,1
PACKET,RACKET,1
PACKET,TACKET,1
PACKET,PICKET,1
PACKET,POCKET,1
PACKET,PACKER,1
SWEIGH,AWEIGH,1
SWEIGH,SLEIGH,1
LIONET,LINNET,1
LIONET,LIONEL,1
SATION,CATION,1
SATION,LATION,1
SATION,RATION,1
RAGLAN,RAGMAN,1
SAPFUL,CAPFUL,1
SAPFUL,LAPFUL,1
SHRINK,SHRANK,1
SHRINK,SHRIEK,1
SHRINK,SHRINE,1
ADARCE,ADANCE,1
MUSCLE,MASCLE,1
SHODER,SHADER,1
SHODER,SHORER,1
POROUS,TOROUS,1
POROUS,PORPUS,1
SQUAWL,SQUALL,1
SQUAWL,SQUAWK,1
BRANNY,GRANNY,1
BRANNY,BRAINY,1
BRANNY,BRAWNY,1
REFUGE,REFUSE,1
REFUGE,REFUTE,1
MUNITE,MUNITY,1
MUNITY,MUNIFY,1
FLIMSY,SLIMSY,1
INSEAM,ENSEAM,1
INSEAM,UNSEAM,1
CRAMPY,CRIMPY,1
CRAMPY,CRUMPY,1
OXYGEN,OXYGON,1
SEMITA,SEMITE,1
TENDRY,TENDRE,1
CANTER,BANTER,1
CANTER,PANTER,1
CANTER,SANTER,1
CANTER,CENTER,1
CANTER,CINTER,1
CANTER,CAUTER,1
CANTER,CANCER,1
CANTER,CANKER,1
CANTER,CANTOR,1
CANTER,CANTEL,1
DURING,CURING,1
DURING,DARING,1
TICKEN,TICKER,1
TICKEN,TICKET,1
FETTER,BETTER,1
FETTER,GETTER,1
FETTER,JETTER,1
FETTER,SETTER,1
FETTER,FITTER,1
FETTER,FELTER,1
FETTER,FESTER,1
FETTER,FEUTER,1
FITCHE,FITCHY,1
LESTER,FESTER,1
LESTER,MESTER,1
LESTER,TESTER,1
LESTER,YESTER,1
LESTER,LASTER,1
LESTER,LISTER,1
LESTER,LUSTER,1
LESTER,LESSER,1
TICKET,PICKET,1
TICKET,WICKET,1
TICKET,TACKET,1
TICKET,TUCKET,1
TICKET,TICKER,1
TICKER,BICKER,1
TICKER,DICKER,1
TICKER,KICKER,1
TICKER,LICKER,1
TICKER,PICKER,1
TICKER,RICKER,1
TICKER,SICKER,1
TICKER,WICKER,1
TICKER,TACKER,1
TICKER,TUCKER,1
TICKER,TINKER,1
BARCON,GARCON,1
BARCON,BALCON,1
METHYL,METHAL,1
METHYL,METHOL,1
NIVOSE,RIVOSE,1
POSTEL,ROSTEL,1
POSTEL,PASTEL,1
POSTEL,POSTAL,1
POSTEL,POSTIL,1
POSTEL,POSTEA,1
ROCKER,COCKER,1
ROCKER,MOCKER,1
ROCKER,RICKER,1
ROCKER,ROCKET,1
BOSSED,BOSSET,1
BOSSET,COSSET,1
BOSSET,FOSSET,1
BOSSET,POSSET,1
BOSSET,BASSET,1
HOODOO,KOODOO,1
HOODOO,VOODOO,1
SAPPER,DAPPER,1
SAPPER,LAPPER,1
SAPPER,TAPPER,1
SAPPER,WAPPER,1
SAPPER,SOPPER,1
SAPPER,SUPPER,1
DROVEN,PROVEN,1
DROVEN,DRIVEN,1
GOFFER,COFFER,1
GOFFER,DOFFER,1
GOFFER,GUFFER,1
GOFFER,GOLFER,1
MOLLAH,MULLAH,1
CUSPID,CUSPIS,1
FEDITY,FERITY,1
CHEWET,CHEVET,1
CHEWET,CHEWER,1
SCORCE,SCONCE,1
SCORCE,SCORIE,1
SCORCE,SCORSE,1
LADDIE,HADDIE,1
LADDIE,WADDIE,1
BAWBEE,BAUBEE,1
BAWBEE,BAWBLE,1
JUGGLE,GUGGLE,1
JUGGLE,HUGGLE,1
JUGGLE,JIGGLE,1
JUGGLE,JOGGLE,1
JUGGLE,JUNGLE,1
HIGHTH,EIGHTH,1
CRECHE,WRECHE,1
CRECHE,CLECHE,1
CRECHE,CRACHE,1
CRECHE,CROCHE,1
CADENE,CARENE,1
CADENE,CADENT,1
TOLLER,POLLER,1
TOLLER,ROLLER,1
TOLLER,TILLER,1
TOLLER,TOILER,1
HOMINY,HOMING,1
RETORT,DETORT,1
RETORT,REPORT,1
RETORT,RESORT,1
HOMING,HOLING,1
LAVISH,LAMISH,1
LAVISH,LATISH,1
PLEDGE,CLEDGE,1
PLEDGE,FLEDGE,1
PLEDGE,SLEDGE,1
RIBBON,GIBBON,1
PEPPER,DEPPER,1
PEPPER,POPPER,1
MASLIN,MESLIN,1
MASLIN,MISLIN,1
MASLIN,MUSLIN,1
MASLIN,MAALIN,1
MASLIN,MARLIN,1
BEDASH,BEWASH,1
HADDER,BADDER,1
HADDER,GADDER,1
HADDER,KADDER,1
HADDER,MADDER,1
HADDER,NADDER,1
HADDER,SADDER,1
HADDER,HANDER,1
HADDER,HARDER,1
IODIDE,IODINE,1
BRAISE,ARAISE,1
BRAISE,FRAISE,1
BRAISE,BRUISE,1
BRAISE,BRASSE,1
DIFFER,DOFFER,1
UNSOUL,ENSOUL,1
UNSOUL,INSOUL,1
HARIER,VARIER,1
HARIER,HAVIER,1
HARIER,HARDER,1
GET-UP,LET-UP,1
RATHER,BATHER,1
RATHER,GATHER,1
RATHER,LATHER,1
RATHER,MATHER,1
RATHER,ROTHER,1
RATHER,RASHER,1
VESPER,HESPER,1
REPORT,DEPORT,1
REPORT,RESORT,1
ROBBER,BOBBER,1
ROBBER,DOBBER,1
BOBBIN,ROBBIN,1
PANADE,PARADE,1
BECLAP,BECLIP,1
BELLED,CELLED,1
BELLED,BILLED,1
BELLED,BULLED,1
LODGER,SODGER,1
LODGER,LONGER,1
LODGER,LODGED,1
SHANNY,SWANNY,1
SHANNY,SHANTY,1
PIONED,PIONER,1
SALITE,HALITE,1
SALITE,SAMITE,1
SALITE,SALUTE,1
SALITE,SALINE,1
ENGIRD,UNGIRD,1
ENGIRD,ENGILD,1
ENGIRD,ENGIRT,1
PIONER,PINNER,1
WHEDER,WEEDER,1
WHEDER,WHIDER,1
WHEDER,WHEWER,1
INTINE,INTONE,1
INTINE,INTUNE,1
INTINE,INTICE,1
INTINE,INTIME,1
CICALA,CICADA,1
GAINLY,VAINLY,1
MERLIN,BERLIN,1
MERLIN,MARLIN,1
MERLIN,MESLIN,1
MERLIN,MERKIN,1
MERLIN,MERLON,1
FOLIAR,FOLIER,1
ANABAS,ANANAS,1
TRIPLY,TRIPLE,1
YEARLY,NEARLY,1
YEARLY,REARLY,1
PATERA,PATELA,1
PATERA,PATENA,1
CLUTCH,SLUTCH,1
CLUTCH,CRUTCH,1
CLUTCH,CLATCH,1
CLUTCH,CLUNCH,1
EVOLVE,EXOLVE,1
REGILD,BEGILD,1
CALYON,CANYON,1
ROTHER,BOTHER,1
ROTHER,FOTHER,1
ROTHER,MOTHER,1
ROTHER,NOTHER,1
ROTHER,POTHER,1
IMPAIR,EMPAIR,1
DUBBER,LUBBER,1
DUBBER,DABBER,1
DUBBER,DIBBER,1
DUBBER,DOBBER,1
WOOLEN,WOOYEN,1
WOOLEN,WOOLED,1
GIRDER,BIRDER,1
GIRDER,GILDER,1
BELIKE,BELIME,1
BELIKE,BELIVE,1
METHAL,LETHAL,1
METHAL,METHOL,1
FAINTS,FAINTY,1
ARIGHT,BRIGHT,1
ARIGHT,FRIGHT,1
ARIGHT,WRIGHT,1
ARIGHT,ADIGHT,1
ARIGHT,ALIGHT,1
COSSET,FOSSET,1
COSSET,POSSET,1
COSSET,CORSET,1
SACRO-,MACRO-,1
CABIAI,CABIRI,1
SHRIVE,SHROVE,1
SHRIVE,SHRIKE,1
SHRIVE,SHRINE,1
HAUNCE,JAUNCE,1
HAUNCE,LAUNCE,1
HAUNCE,PAUNCE,1
HAUNCE,VAUNCE,1
LOUTOU,HOUTOU,1
BLIGHT,ALIGHT,1
BLIGHT,PLIGHT,1
BLIGHT,SLIGHT,1
BLIGHT,BRIGHT,1
FLOREN,FLOWEN,1
FLOREN,FLORAN,1
FLOREN,FLORIN,1
FLOREN,FLORET,1
RUBBLY,BUBBLY,1
RUBBLY,RUBBLE,1
MANTEL,CANTEL,1
MANTEL,MARTEL,1
HEMMER,HAMMER,1
HEMMER,HUMMER,1
HEMMER,HEMMEL,1
CC IRA,CA IRA,1
FALSER,HALSER,1
FALSER,FALCER,1
FALSER,FALLER,1
FALSER,FALTER,1
TYMBAL,SYMBAL,1
TYMBAL,TIMBAL,1
MUTELY,METELY,1
NADDER,BADDER,1
NADDER,GADDER,1
NADDER,KADDER,1
NADDER,MADDER,1
NADDER,SADDER,1
NADDER,NEDDER,1
NADDER,NODDER,1
STINGO,STINGY,1
BROOMY,BROODY,1
TEASEL,WEASEL,1
TEASEL,TEASER,1
TEASER,LEASER,1
TEASER,TEARER,1
BUTTON,BATTON,1
BUTTON,BURTON,1
DOGATE,DONATE,1
SANDAL,VANDAL,1
SANDAL,SENDAL,1
SANDAL,SANTAL,1
LIGURE,FIGURE,1
LIGURE,LIGULE,1
EXCIDE,EXCISE,1
REARLY,NEARLY,1
REARLY,REALLY,1
GOATEE,COATEE,1
CRANCH,BRANCH,1
CRANCH,CRUNCH,1
CRANCH,CRATCH,1
WARBLE,BARBLE,1
WARBLE,GARBLE,1
WARBLE,JARBLE,1
WARBLE,MARBLE,1
WARBLE,WIRBLE,1
WARBLE,WORBLE,1
WARBLE,WABBLE,1
CLONIC,CLINIC,1
FULHAM,FULLAM,1
MANDIL,MUNDIL,1
KETTLE,FETTLE,1
KETTLE,METTLE,1
KETTLE,NETTLE,1
KETTLE,KITTLE,1
KETTLE,KENTLE,1
INSECT,INFECT,1
INSECT,INJECT,1
INSECT,INVECT,1
INSECT,INSERT,1
ANTEAL,ANTRAL,1
MUNDIC,MUNDIL,1
THARMS,THAROS,1
STROWN,STREWN,1
STROWN,STROWL,1
SIZZLE,FIZZLE,1
SIZZLE,MIZZLE,1
SIZZLE,PIZZLE,1
WADING,FADING,1
WADING,WALING,1
INRAIL,INTAIL,1
RIBAUD,RIBALD,1
RIBAUD,RIBAND,1
CREEKS,CREEKY,1
TITTER,FITTER,1
TITTER,HITTER,1
TITTER,NITTER,1
TITTER,PITTER,1
TITTER,TATTER,1
TITTER,TITLER,1
SANDYX,SANDIX,1
MYOSIN,MYOLIN,1
MYOSIN,MYOSIS,1
CRADLE,CRUDLE,1
CENTAL,DENTAL,1
CENTAL,MENTAL,1
ACARUS,SCARUS,1
MOHOLI,MAHOLI,1
AGONIC,ADONIC,1
AGONIC,ATONIC,1
KRAKEN,FRAKEN,1
RUMBLE,BUMBLE,1
RUMBLE,HUMBLE,1
RUMBLE,JUMBLE,1
RUMBLE,TUMBLE,1
RUMBLE,RAMBLE,1
RUMBLE,REMBLE,1
RUMBLE,ROMBLE,1
RUMBLE,RUBBLE,1
RUMBLE,RUMPLE,1
IGNOTE,IGNITE,1
IGNOTE,IGNORE,1
PALLAS,PALLAH,1
TENDER,FENDER,1
TENDER,GENDER,1
TENDER,LENDER,1
TENDER,MENDER,1
TENDER,RENDER,1
TENDER,SENDER,1
TENDER,VENDER,1
TENDER,TINDER,1
TENDER,TEDDER,1
TENDER,TENTER,1
